,model_daily,model_weekly,model_weekly_10_holdings,momentum_only,nifty50,equal_weight_nifty100
2019-07-24,152657.96,170950.06,159564.18,139364.24,134254.86,136351.39
2019-07-25,150869.05,169278.32,160109.13,137907.14,134026.77,136189.17
2019-07-26,149578.26,168279.03,160805.63,141089.68,134409.70,137460.47
2019-07-29,148672.41,166932.57,158945.51,140151.88,133276.95,134973.05
2019-07-30,146465.27,164613.86,157223.14,140187.35,132040.57,132426.61
2019-07-31,145949.50,164297.77,157115.53,141037.04,132428.87,134335.68
2019-08-01,144304.73,162510.12,155892.91,138708.93,130785.12,132358.32
2019-08-02,145932.47,164083.35,156071.81,141255.95,130991.78,132171.77
2019-08-05,144071.42,161360.16,154441.86,138211.04,129386.74,130265.38
2019-08-06,146468.25,163683.67,155970.95,140154.37,130406.94,132025.87
2019-08-07,145326.02,163030.24,155695.17,139907.26,129302.18,130394.66
2019-08-08,148808.98,165190.63,158195.79,142189.82,131409.87,132518.40
2019-08-09,148054.31,164062.05,158207.51,143561.12,132329.42,133368.16
2019-08-13,143145.53,158853.35,155827.31,138256.21,130140.13,129780.44
2019-08-14,146883.47,162450.36,156900.59,139865.05,131373.54,131820.33
2019-08-16,149465.18,165178.32,156756.55,139864.22,131592.70,132830.28
2019-08-19,149619.00,166032.65,158086.10,140569.84,131665.37,132708.49
2019-08-20,148101.27,163951.38,158097.16,139446.88,131225.84,131599.45
2019-08-21,145862.12,161407.26,156087.16,138288.05,130054.97,129438.64
2019-08-22,145557.87,161653.67,156689.22,135726.28,127942.51,126715.90
2019-08-23,146823.52,162029.59,157177.57,138651.11,128990.70,128818.71
2019-08-26,148904.88,165597.61,159233.77,141628.17,131712.41,131030.48
2019-08-27,148449.21,164812.99,159009.90,142031.32,132278.19,132803.05
2019-08-28,147598.76,164360.70,158358.64,141042.21,131572.45,131269.34
2019-08-29,145889.89,161860.67,157654.03,138855.96,130407.54,130911.90
2019-08-30,148970.36,163938.73,159387.36,140735.54,131300.28,132213.40
2019-09-03,145547.34,159995.58,156415.24,138719.94,128616.10,129267.13
2019-09-04,149347.22,162751.76,157281.73,137813.97,129172.95,129642.93
2019-09-05,148059.24,162284.08,157769.95,138244.17,129211.66,130685.73
2019-09-06,152437.56,166387.19,159774.77,139806.00,130382.53,132009.18
2019-09-09,153661.38,167875.88,160631.24,142064.17,131059.68,133069.26
2019-09-11,154583.07,170399.33,161206.03,141036.41,131448.58,134733.27
2019-09-12,154939.92,169886.61,160685.84,140118.72,130818.47,133848.57
2019-09-13,155382.74,171543.94,161531.92,140514.22,131927.41,134938.72
2019-09-16,152596.11,169429.12,161414.56,140636.52,131065.04,134258.15
2019-09-17,145641.57,160843.41,158031.78,138936.76,128850.74,131476.54
2019-09-18,144883.36,162182.70,159017.99,139655.32,129125.30,132106.51
2019-09-19,141084.78,159238.09,157521.97,137786.10,127507.16,130355.40
2019-09-20,147900.96,169463.58,166095.74,145043.43,134289.41,138203.96
2019-09-23,152092.76,177302.63,167667.72,149472.58,138172.46,141072.54
2019-09-24,148813.76,172633.22,167050.04,152768.98,138029.53,140347.17
2019-09-25,142872.32,165647.03,163387.06,151559.06,136266.67,137876.38
2019-09-26,143653.34,166296.81,164208.00,153380.77,137827.04,139829.96
2019-09-27,142698.66,166125.50,163573.85,154054.51,137126.66,138638.77
2019-09-30,139562.48,162379.26,162723.96,153783.90,136674.63,137650.77
2019-10-01,135770.89,157155.93,160014.86,152099.26,135310.20,135450.45
2019-10-03,135408.87,155452.29,159542.77,151127.47,134763.47,135504.63
2019-10-04,134180.59,153524.82,157385.43,150781.76,133104.83,133724.63
2019-10-07,132572.90,153895.92,157024.94,150484.71,132528.93,132854.14
2019-10-09,135609.69,158165.62,158461.76,152799.16,134755.13,135003.26
2019-10-10,135787.42,156156.62,158167.47,150049.11,133817.12,134109.46
2019-10-11,135378.57,155018.72,158385.13,149476.72,134656.86,134788.42
2019-10-14,137429.64,156841.52,159621.76,148846.46,135086.86,135876.74
2019-10-15,138315.07,157297.32,161053.58,148788.10,136124.92,137203.95
2019-10-16,136440.37,157972.22,161316.00,150130.65,136550.15,137758.02
2019-10-17,139179.73,160849.57,163087.15,151878.86,138007.48,139964.25
2019-10-18,141843.13,164017.87,164744.18,154081.90,138906.78,142037.42
2019-10-22,144947.10,165766.12,166995.71,150474.95,138031.31,142026.30
2019-10-23,147556.55,168279.97,168302.44,149417.53,138218.91,142342.23
2019-10-24,145464.10,163919.62,167762.48,150266.35,137962.82,141153.07
2019-10-25,148998.49,168642.22,168282.29,144509.64,137978.31,141183.83
2019-10-27,150085.57,168615.47,168335.52,147011.40,137978.31,142188.79
2019-10-29,149641.48,170890.87,168832.45,147160.51,140395.68,144524.24
2019-10-30,151987.20,173904.42,171022.28,146011.36,141077.60,145498.49
2019-10-31,153230.20,178433.42,172071.00,146609.38,141474.85,146825.84
2019-11-01,152615.51,179843.68,171114.27,146656.95,141631.47,147363.99
2019-11-04,151833.06,179347.78,171044.26,146761.86,142235.37,147903.03
2019-11-05,151665.51,179590.11,170132.75,150062.61,141948.32,146954.69
2019-11-06,150677.91,179846.46,168778.75,148516.55,142530.17,147102.32
2019-11-07,152962.86,180290.11,170619.30,151109.98,143078.09,147602.98
2019-11-08,153205.96,179599.86,169193.60,154298.57,141840.52,146076.00
2019-11-11,151089.66,176147.04,167852.68,155475.88,141903.65,146867.12
2019-11-13,152056.56,176285.34,168103.07,159153.01,141034.13,145410.36
2019-11-14,154387.36,179278.24,168623.39,161357.08,141411.11,144898.39
2019-11-15,151922.81,175454.46,167639.17,157731.53,141689.25,145691.19
2019-11-18,150349.16,174756.16,165925.47,156288.10,141558.82,146435.12
2019-11-19,148482.31,173274.56,164913.32,157236.51,142221.08,147232.75
2019-11-20,150209.96,174566.49,165975.23,157994.36,142923.84,148274.88
2019-11-21,148721.44,171532.56,165020.11,159353.25,142558.17,146913.89
2019-11-22,148114.69,170431.59,163384.43,157460.86,141914.97,146741.18
2019-11-25,151101.04,174388.86,166444.85,158145.57,143813.01,149174.39
2019-11-26,150050.79,173220.44,165669.38,156276.93,143383.62,147860.62
2019-11-27,149741.54,174177.21,165407.09,158047.00,144134.02,149013.81
2019-11-28,149129.44,174444.79,165461.46,158306.66,144734.95,150754.45
2019-11-29,148817.19,174058.64,164393.46,156238.14,143602.18,149731.67
2019-12-02,149527.89,174818.86,164458.31,152672.17,143508.69,149123.59
2019-12-03,149114.74,172941.49,164492.85,151887.58,142865.48,147138.63
2019-12-04,149183.04,173984.06,164951.37,150751.73,143449.13,148129.74
2019-12-05,145411.24,170607.61,163662.49,145811.60,143153.73,146932.30
2019-12-06,145568.59,170260.59,163669.85,145052.25,141999.53,145170.55
2019-12-09,145926.59,171246.34,163308.32,141840.75,142190.11,145211.43
2019-12-10,145520.14,171028.16,162662.60,140859.35,141228.87,143497.96
2019-12-11,146411.54,171918.11,164042.72,144076.28,141864.34,144173.16
2019-12-12,147314.79,172397.26,164490.87,144919.52,142598.66,145767.07
2019-12-13,146779.99,171063.69,164726.34,145642.62,143967.27,147470.41
2019-12-16,146043.84,168800.99,164148.81,144776.17,143577.17,146560.34
2019-12-17,146990.89,169178.04,164436.61,146701.36,144899.91,147601.16
2019-12-18,146895.89,168580.79,165192.92,146179.85,145574.69,147656.01
2019-12-19,146691.54,167912.04,165687.09,145052.28,146027.91,148342.04
2019-12-20,148700.79,171707.69,167895.95,147581.23,146172.03,149022.61
2019-12-23,149420.64,172592.74,167606.95,147757.41,146064.23,148805.05
2019-12-24,150295.39,172491.49,167643.84,147450.89,145490.11,148626.85
2019-12-26,151457.79,172301.14,167376.85,148699.05,144441.92,147994.04
2019-12-27,151588.99,172855.74,167503.81,150307.05,145862.34,149324.56
2019-12-30,151468.89,172396.99,167590.89,150276.86,145982.04,149898.04
2019-12-31,149577.94,170868.89,166253.93,149314.46,144941.01,149293.71
2020-01-01,149917.99,169996.74,165804.00,148884.96,145108.36,149235.63
2020-01-02,150608.09,169613.64,166098.98,148964.23,146295.91,151046.10
2020-01-03,151543.09,170301.04,165794.76,149475.99,145634.24,150241.17
2020-01-06,149900.59,170333.09,163741.06,143798.84,142851.78,146949.32
2020-01-07,152073.14,172019.49,164892.77,145602.00,143565.26,147644.40
2020-01-08,151762.99,170883.84,165075.42,145914.64,143236.51,147692.74
2020-01-09,153640.74,173967.34,166837.84,148890.39,145506.20,150112.01
2020-01-10,153433.84,174094.54,166628.46,148735.05,145993.36,150548.88
2020-01-13,153926.29,174714.74,167027.05,148946.44,146859.90,151804.46
2020-01-14,152868.64,174976.64,167309.24,150606.19,147249.99,152417.14
2020-01-15,154314.59,177388.19,168556.85,152506.69,147023.68,153218.23
2020-01-16,154041.99,178384.34,169412.82,153712.46,147169.00,153596.85
2020-01-17,154388.44,178605.84,169032.67,154645.74,147131.47,153180.78
2020-01-20,152845.94,177688.89,168710.00,153304.98,145609.22,152180.73
2020-01-21,151387.52,175220.44,167231.55,151002.75,144957.68,152006.18
2020-01-22,153220.32,177005.84,168495.65,151929.44,144207.88,151457.34
2020-01-23,154124.27,178506.84,169344.81,152402.08,145082.74,153021.93
2020-01-24,154358.15,181717.68,170770.77,154163.39,145891.52,154172.96
2020-01-27,153077.52,180241.26,170210.82,153102.03,144352.00,152549.02
2020-01-28,152236.15,177795.83,169292.93,152649.54,143599.21,151615.48
2020-01-29,152381.67,177420.76,170578.74,155312.51,144477.06,152599.43
2020-01-30,150769.40,175516.53,169346.55,153474.16,143360.98,150995.72
2020-01-31,149075.60,174001.58,167908.21,151971.25,142483.12,149590.07
2020-02-03,145174.55,172755.78,165788.72,150673.30,139455.30,146248.84
2020-02-04,148237.40,180121.63,170361.58,155219.76,142692.17,149316.82
2020-02-05,150389.45,181927.78,171551.65,156557.42,143996.45,151624.40
2020-02-06,151714.95,181249.23,172374.61,159038.25,144577.72,152733.19
2020-02-07,151673.15,181793.98,172725.05,158675.56,144106.03,153212.00
2020-02-10,150884.60,180715.38,172012.44,159379.26,143309.77,151550.20
2020-02-11,150517.47,181378.91,172150.08,159787.18,144219.79,151903.00
2020-02-12,152302.75,183982.03,173532.94,162180.87,145331.10,152108.68
2020-02-13,152105.52,185359.46,173702.74,162407.23,145014.86,152006.82
2020-02-14,151356.30,184561.13,173493.66,161743.26,144285.89,150483.67
2020-02-17,149957.40,184951.18,173317.31,160830.62,143480.09,148916.02
2020-02-18,149820.17,184905.01,172701.80,160672.56,142845.23,147984.13
2020-02-19,153676.35,188701.18,175989.02,164824.13,144434.19,150856.47
2020-02-20,153049.10,188110.28,175162.02,164751.94,143897.58,151277.38
2020-02-24,149687.42,183238.36,171773.09,161392.67,140902.51,147184.78
2020-02-25,147965.60,179216.33,171107.57,159353.99,140527.31,146588.95
2020-02-26,147555.77,179719.76,170170.83,159751.91,139105.11,145015.04
2020-02-27,147113.32,179385.36,170225.04,157883.73,138566.72,144053.82
2020-02-28,141413.30,173625.63,164669.05,150295.20,133426.44,138056.08
2020-03-02,138660.87,169020.03,163219.04,145561.76,132604.56,136608.53
2020-03-03,141314.91,168919.78,164714.79,146615.58,134636.02,140177.86
2020-03-04,138784.27,167093.71,164245.25,142762.02,134013.06,139116.75
2020-03-05,139854.39,168115.66,164464.03,143902.74,134227.47,139816.00
2020-03-06,136305.61,165792.07,161435.51,141170.48,130897.69,135519.49
2020-03-09,129866.35,159511.65,155337.41,134976.41,124489.46,130212.34
2020-03-11,130954.65,159658.35,155484.48,135988.63,124572.24,129547.63
2020-03-12,117212.28,142548.47,145568.64,122170.03,114230.33,117877.37
2020-03-13,119925.10,145876.60,145954.03,130612.24,118578.52,122803.15
2020-03-16,111799.65,136598.30,135512.60,121686.42,109552.20,115591.51
2020-03-17,107029.51,132037.75,132585.20,115520.00,106808.44,114222.93
2020-03-18,97589.10,126119.14,125773.02,110572.85,100873.68,107915.68
2020-03-19,95281.74,126008.22,125161.87,106506.13,98427.72,103579.45
2020-03-20,97570.63,125131.92,127324.86,108994.47,104168.92,109299.87
2020-03-23,83778.59,103723.01,113457.21,92378.51,90647.31,94820.87
2020-03-24,83708.73,101058.23,114733.53,92562.36,92919.97,96432.77
2020-03-25,85665.65,101058.23,117369.36,95941.90,99075.68,100641.64
2020-03-26,90246.44,101058.23,117397.46,101852.22,102930.16,104379.64
2020-03-27,86976.55,100898.67,117775.92,96849.80,103154.09,104242.46
2020-03-30,84084.67,97684.01,112949.00,91020.25,98637.95,101639.10
2020-03-31,83862.61,97825.95,113961.44,92675.86,102409.64,105108.51
2020-04-01,82041.90,95682.71,111721.06,92181.17,98312.77,102015.33
2020-04-03,81074.44,94648.83,111643.89,92190.51,96287.87,100254.38
2020-04-07,83661.55,97584.92,118904.13,97495.96,104725.77,107860.23
2020-04-08,84042.43,98044.61,120174.10,98009.60,104208.23,109098.70
2020-04-09,88779.21,103450.20,127248.13,102731.15,108533.79,114031.96
2020-04-13,82528.81,96252.41,125804.16,105537.64,107127.66,113502.28
2020-04-15,81621.64,95165.90,125260.81,107432.31,106311.15,114222.79
2020-04-16,83872.31,97847.51,126174.69,107257.79,107115.16,115816.28
2020-04-17,89479.98,104494.92,128650.14,108527.28,110378.24,118279.31
2020-04-20,87624.77,102272.68,129227.22,109227.32,110319.87,117605.29
2020-04-21,80931.45,94414.02,123874.18,106482.57,106979.97,114107.50
2020-04-22,82963.12,96741.48,126182.53,108289.76,109431.89,115860.31
2020-04-23,84341.69,98471.30,128805.90,107360.72,110939.86,116592.15
2020-04-24,78388.03,91564.62,124372.66,104559.42,109040.02,113925.81
2020-04-27,81661.72,95380.74,128581.89,108582.22,110563.45,116109.20
2020-04-28,86390.17,100850.49,131086.96,106503.54,111737.91,116995.03
2020-04-29,88920.49,103811.64,132005.13,108601.82,113791.99,118563.98
2020-04-30,90609.72,105807.83,133466.72,110055.18,117443.38,122651.75
2020-05-04,82198.74,95886.24,127072.53,110171.49,110696.86,116519.50
2020-05-05,79852.01,93163.16,123110.41,108922.01,109649.86,115227.56
2020-05-06,82372.94,96126.70,125109.23,111791.62,110427.67,116482.07
2020-05-07,81315.31,94880.16,123602.16,111590.41,109571.85,115509.21
2020-05-08,80498.31,93965.96,124029.86,112236.20,110196.59,115672.16
2020-05-11,78719.17,91789.34,123169.54,112254.60,110050.09,116696.83
2020-05-12,80153.05,93419.73,123829.53,114312.51,109542.07,117081.44
2020-05-13,83537.81,97409.66,125626.02,113986.99,111769.47,119732.84
2020-05-14,81918.07,95470.33,124290.65,112721.03,108901.25,118323.76
2020-05-15,80816.55,94181.92,125107.45,113158.94,108830.97,117977.59
2020-05-18,75474.63,87909.41,120315.09,110858.75,105095.61,112979.17
2020-05-19,76372.37,88939.58,120828.50,116673.46,105760.85,113866.52
2020-05-20,78781.97,91712.93,123500.37,116359.72,107993.61,116318.75
2020-05-21,77036.35,89733.63,123948.06,116123.39,108466.49,117379.92
2020-05-22,73142.25,85371.39,122279.58,115945.91,107668.44,116571.90
2020-05-26,71763.62,82634.19,122302.04,114284.19,107546.94,117532.52
2020-05-27,72768.15,82918.39,124138.58,114381.84,110952.36,119713.27
2020-05-28,74111.39,83084.29,126309.72,115308.79,113038.60,121847.75
2020-05-29,76362.44,83608.36,129131.85,114256.73,114113.00,124177.28
2020-06-01,79310.87,84270.75,132249.16,114902.24,117041.38,127076.70
2020-06-02,81423.02,84639.16,133915.22,116422.37,118863.19,128793.77
2020-06-03,82330.95,85161.31,134788.76,115357.81,119845.27,129641.75
2020-06-04,81379.33,83793.36,133729.86,119399.53,119458.75,129858.32
2020-06-05,81606.79,83317.19,134681.03,121422.80,120805.32,132769.09
2020-06-08,82891.99,83168.75,134494.16,120862.94,121106.67,133444.93
2020-06-09,82483.53,82766.91,133788.81,118946.95,119667.80,132409.79
2020-06-10,81858.70,82824.15,133971.80,118905.62,120495.63,133065.86
2020-06-11,80684.40,82358.43,131995.87,117128.02,117944.84,130323.26
2020-06-12,81763.24,82612.21,133900.18,117166.86,118789.35,132236.99
2020-06-15,80269.51,81830.91,131697.84,115852.44,116893.08,130222.11
2020-06-16,80051.83,81682.49,131924.12,115883.34,118087.77,130351.79
2020-06-17,79093.39,81057.97,131381.37,116428.43,117696.49,130619.18
2020-06-18,81294.75,80885.05,132214.96,116637.35,120203.80,132656.37
2020-06-19,84665.93,81529.29,135682.85,118226.05,122023.24,134411.97
2020-06-22,86517.25,82189.91,137376.81,119070.21,122818.91,136991.71
2020-06-23,88809.56,84122.25,140269.84,119993.73,124722.32,139414.06
2020-06-24,86644.65,85031.95,137334.57,117547.66,122748.63,137009.66
2020-06-25,87224.26,84826.33,137523.15,116971.81,122553.29,137091.18
2020-06-26,86433.04,84349.83,136147.63,117074.82,123674.13,137568.99
2020-06-29,86574.14,84911.29,135740.38,117630.82,122833.20,135912.61
2020-06-30,85900.36,85517.35,135478.21,117549.82,122710.51,135574.82
2020-07-01,85428.61,84790.79,134888.98,116866.99,124234.55,136382.08
2020-07-02,85270.44,84489.69,134948.07,117444.81,125683.55,137934.27
2020-07-03,86148.71,84794.19,135945.07,119522.82,126346.41,138799.78
2020-07-06,85393.79,85006.23,135765.77,120475.63,128208.14,140567.09
2020-07-07,85810.04,85668.97,136658.70,121677.89,128636.94,140919.86
2020-07-08,86022.91,84987.01,135654.42,122414.01,127518.47,140201.32
2020-07-09,86125.66,85271.49,136308.88,124443.26,128801.31,141036.61
2020-07-10,86640.91,85841.19,136300.27,124828.20,128260.54,140087.23
2020-07-13,87762.76,86653.89,137719.20,124966.93,128673.27,140386.09
2020-07-14,87679.76,85853.21,137749.45,123044.57,126346.41,137780.12
2020-07-15,88236.66,86171.53,137569.71,121326.36,126475.65,137476.80
2020-07-16,89333.76,87633.17,138709.26,120598.25,127925.84,138450.94
2020-07-17,91411.46,88257.05,140390.60,122459.93,129852.48,141295.35
2020-07-20,91654.66,88773.13,141156.33,123662.62,131287.78,142446.34
2020-07-21,90231.46,88199.99,140146.36,123425.52,132955.94,143026.07
2020-07-22,88983.26,86572.99,139593.28,124348.33,132602.77,142871.19
2020-07-23,88723.26,86732.97,141076.29,122739.47,133589.62,143960.24
2020-07-24,87715.61,86444.99,139165.05,121248.40,133335.92,142216.86
2020-07-27,87058.71,87830.83,139203.02,120516.38,132593.24,140819.70
2020-07-28,87809.31,87421.77,140466.41,123081.96,134603.26,142736.92
2020-07-29,88746.21,86156.19,142107.11,124072.48,133439.53,143552.68
2020-07-30,88841.51,85589.43,143889.77,122396.48,132240.08,142543.68
2020-07-31,92026.06,85341.15,145215.15,123002.25,131898.23,143686.92
2020-08-03,92309.46,85109.71,145770.25,121960.87,129732.17,142958.99
2020-08-04,92785.66,85239.43,147717.15,124223.12,132157.89,144249.11
2020-08-05,91912.66,85108.89,147402.83,125650.23,132234.13,145073.46
2020-08-06,91831.81,85929.57,148287.02,128149.90,133407.38,146165.51
2020-08-07,92172.61,87228.49,149174.86,131995.99,133572.94,146976.07
2020-08-10,93096.76,86596.33,151522.87,131694.58,134241.17,149186.75
2020-08-11,92534.56,86697.41,150281.98,130819.16,134864.72,148822.67
2020-08-12,91058.71,86471.79,149153.97,130684.21,134696.77,149122.27
2020-08-13,90894.96,86499.65,148924.17,131934.19,134602.08,150763.88
